         24650899 function calls (24431755 primitive calls) in 35.117 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1000    0.000    0.000    0.001    0.000 util.py:203(__hash__)
      254    0.000    0.000    0.001    0.000 iostream.py:309(_is_master_process)
        1    0.000    0.000    0.000    0.000 xla_client.py:715(Build)
        2    0.000    0.000    0.001    0.001 util.py:109(toposort)
      234    0.000    0.000    0.001    0.000 fromnumeric.py:42(_wrapit)
      554    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       69    0.000    0.000    0.002    0.000 lax.py:1731(naryop_dtype_rule)
      900    0.000    0.000    0.001    0.000 base.py:1192(isspmatrix)
       32    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.Add}
      208    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
      147    0.000    0.000    0.000    0.000 xla_client.py:740(GetShape)
      500    0.000    0.000    0.000    0.000 std.py:268(ema)
      254    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
      500    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(atleast_2d)
1151/1115    0.000    0.000    0.001    0.000 partial_eval.py:73(get_aval)
     1000    0.000    0.000    0.000    0.000 util.py:206(__eq__)
      400    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(empty_like)
      107    0.000    0.000    0.016    0.000 lax.py:628(broadcast)
 1002/966    0.000    0.000    0.001    0.000 partial_eval.py:354(aval)
     1267    0.000    0.000    0.000    0.000 threading.py:507(is_set)
     1400    0.000    0.000    0.000    0.000 {method 'conj' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.002    0.000 xla_bridge.py:336(_ndarray_constant_handler)
      252    0.000    0.000    0.000    0.000 std.py:145(__init__)
      900    0.000    0.000    0.000    0.000 core.py:6293(isMaskedArray)
      100    0.000    0.000    0.003    0.000 twodim_base.py:441(triu)
      400    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
      414    0.000    0.000    0.002    0.000 partial_eval.py:502(getvar)
        2    0.000    0.000    0.004    0.002 partial_eval.py:488(tracers_to_jaxpr)
     1857    0.000    0.000    0.000    0.000 partial_eval.py:69(get_known)
     1000    0.000    0.000    0.000    0.000 util.py:200(__init__)
       22    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.DotGeneral}
      443    0.000    0.000    0.000    0.000 pprint_util.py:25(indent)
      255    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
      100    0.000    0.000    0.001    0.000 numeric.py:90(zeros_like)
      280    0.000    0.000    0.000    0.000 partial_eval.py:341(__init__)
      147    0.000    0.000    0.001    0.000 partial_eval.py:464(new_eqn_recipe)
      119    0.000    0.000    0.003    0.000 core.py:1041(pp_eqn_compact)
      200    0.000    0.000    0.001    0.000 twodim_base.py:33(_min_int)
      200    0.000    0.000    0.001    0.000 numeric.py:216(ones_like)
      100    0.000    0.000    0.002    0.000 twodim_base.py:348(tri)
      200    0.000    0.000    0.000    0.000 _ufunc_config.py:437(__init__)
     1258    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
      333    0.000    0.000    0.001    0.000 core.py:290(full_raise)
      400    0.000    0.000    0.000    0.000 type_check.py:280(iscomplexobj)
      234    0.000    0.000    0.002    0.000 fromnumeric.py:55(_wrapfunc)
        1    0.000    0.000   35.154   35.154 {built-in method builtins.exec}
      400    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(iscomplexobj)
      900    0.000    0.000    0.001    0.000 _asarray.py:88(asanyarray)
     1594    0.000    0.000    0.000    0.000 pprint_util.py:22(__init__)
      767    0.000    0.000    0.000    0.000 {built-in method time.time}
      200    0.000    0.000    0.002    0.000 _ufunc_config.py:441(__enter__)
      600    0.000    0.000    0.002    0.000 _methods.py:28(_amax)
       33    0.000    0.000    0.001    0.000 lax.py:1744(_broadcasting_shape_rule)
      200    0.000    0.000    0.001    0.000 _ufunc_config.py:446(__exit__)
      124    0.000    0.000    0.002    0.000 xla.py:51(_map)
     1001    0.000    0.000    0.000    0.000 fromnumeric.py:2087(_sum_dispatcher)
      100    0.000    0.000    0.000    0.000 linalg.py:144(_commonType)
     1255    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      309    0.000    0.000    0.000    0.000 lazy.py:35(__new__)
      627    0.000    0.000    0.000    0.000 partial_eval.py:358(parents)
      100    0.000    0.000    0.006    0.000 numeric.py:2091(allclose)
      266    0.000    0.000    0.002    0.000 partial_eval.py:120(instantiate_const)
      143    0.000    0.000    0.002    0.000 partial_eval.py:481(recipe_to_eqn)
      800    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
      252    0.000    0.000    0.000    0.000 utils.py:137(__init__)
      119    0.000    0.000    0.002    0.000 pprint_util.py:64(pp_kv_pairs)
        1    0.000    0.000    0.006    0.006 ad.py:140(backward_pass)
       83    0.000    0.000    0.000    0.000 lax.py:4799(_check_same_dtypes)
       12    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.Gather}
     2016    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      100    0.000    0.000    0.000    0.000 six.py:131(callable)
      244    0.000    0.000    0.000    0.000 threading.py:252(_acquire_restore)
      254    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
      280    0.000    0.000    0.001    0.000 partial_eval.py:47(__new__)
      100    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 util.py:140(check_toposort)
       12    0.000    0.000    0.005    0.000 lax.py:2502(_dot_general_transpose_lhs)
  158/152    0.000    0.000    0.018    0.000 partial_eval.py:138(process_primitive)
      254    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
      498    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      300    0.000    0.000    0.000    0.000 six.py:132(<genexpr>)
      200    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(ones_like)
      100    0.000    0.000    0.001    0.000 _decomp_qz.py:18(_select_function)
      212    0.000    0.000    0.000    0.000 partial_eval.py:62(unknown)
      186    0.000    0.000    0.000    0.000 core.py:608(full_lower)
      182    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      200    0.000    0.000    0.000    0.000 getlimits.py:521(max)
      252    0.000    0.000    0.000    0.000 utils.py:141(__format__)
       63    0.000    0.000    0.001    0.000 lax.py:1706(standard_translate)
      500    0.000    0.000    0.000    0.000 xla.py:888(__init__)
       69    0.000    0.000    0.001    0.000 pprint_util.py:66(<listcomp>)
      364    0.000    0.000    0.001    0.000 lax.py:1734(<genexpr>)
      100    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(zeros_like)
        1    0.000    0.000    3.958    3.958 <ipython-input-26-3b24df9ad389>:2(__init__)
      255    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      245    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.148    0.148 xla.py:465(_xla_callable)
      208    0.000    0.000    0.002    0.000 fromnumeric.py:97(take)
      208    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(take)
      431    0.000    0.000    0.000    0.000 partial_eval.py:147(<genexpr>)
      185    0.000    0.000    0.000    0.000 core.py:285(__init__)
      100    0.000    0.000    0.000    0.000 linalg.py:111(get_linalg_error_extobj)
      100    0.000    0.000    0.007    0.000 <__array_function__ internals>:2(cond)
       66    0.000    0.000    0.001    0.000 partial_eval.py:106(new_const)
        7    0.000    0.000    0.000    0.000 lax.py:2714(_concatenate_shape_rule)
       14    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.Transpose}
      100    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(diag_indices_from)
      244    0.000    0.000    0.000    0.000 threading.py:249(_release_save)
      147    0.000    0.000    0.000    0.000 partial_eval.py:151(<listcomp>)
      180    0.000    0.000    0.001    0.000 core.py:126(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.BroadcastInDim}
      185    0.000    0.000    0.000    0.000 core.py:572(cur_sublevel)
      600    0.000    0.000    0.000    0.000 linalg.py:2312(_norm_dispatcher)
      660    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      180    0.000    0.000    0.001    0.000 core.py:149(<lambda>)
      100    0.000    0.000    0.000    0.000 linalg.py:116(_makearray)
       10    0.000    0.000    0.001    0.000 xla.py:900(_device_array_constant_handler)
      255    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      500    0.000    0.000    0.000    0.000 shape_base.py:79(_atleast_2d_dispatcher)
      443    0.000    0.000    0.000    0.000 pprint_util.py:26(<listcomp>)
      660    0.000    0.000    0.000    0.000 pprint_util.py:50(<listcomp>)
        7    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.Lt}
      100    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(diff)
      100    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(svd)
        1    0.000    0.000    0.005    0.005 std.py:794(__init__)
      362    0.000    0.000    0.000    0.000 lax.py:1693(<genexpr>)
      200    0.000    0.000    0.000    0.000 lazy.py:183(<listcomp>)
       83    0.000    0.000    0.000    0.000 lax.py:4809(<setcomp>)
      100    0.000    0.000    0.000    0.000 flinalg.py:22(has_column_major_storage)
      100    0.000    0.000    0.006    0.000 <__array_function__ internals>:2(isclose)
       24    0.000    0.000    0.009    0.000 ad.py:308(process_primitive)
      230    0.000    0.000    0.001    0.000 ad.py:389(aval)
        1    0.000    0.000    0.049    0.049 <ipython-input-26-3b24df9ad389>:37(policy_loss)
      100    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(alltrue)
        3    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.Neg}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
      255    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        7    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.ConcatInDim}
      216    0.000    0.000    0.001    0.000 xla.py:301(read)
      100    0.000    0.000    0.006    0.000 <__array_function__ internals>:2(allclose)
       16    0.000    0.000    0.000    0.000 lax.py:2992(_transpose_shape_rule)
      119    0.000    0.000    0.000    0.000 core.py:1042(<dictcomp>)
       12    0.000    0.000    0.001    0.000 lax.py:3353(_gather_shape_rule)
      337    0.000    0.000    0.000    0.000 partial_eval.py:148(<genexpr>)
      162    0.000    0.000    0.000    0.000 partial_eval.py:368(full_lower)
      400    0.000    0.000    0.000    0.000 misc.py:184(_datacopied)
      254    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      100    0.000    0.000    0.000    0.000 linalg.py:203(_assert_stacked_2d)
      100    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(triu)
      200    0.000    0.000    0.000    0.000 linalg.py:134(_realType)
      468    0.000    0.000    0.000    0.000 util.py:143(<genexpr>)
      100    0.000    0.000    0.001    0.000 fromnumeric.py:3640(alltrue)
       18    0.000    0.000    0.000    0.000 lax.py:1775(_brcast)
      400    0.000    0.000    0.000    0.000 type_check.py:207(_is_type_dispatcher)
        7    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.Reshape}
      246    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
      2/1    0.000    0.000    0.060    0.060 partial_eval.py:377(trace_to_jaxpr)
      119    0.000    0.000    0.000    0.000 xla_client.py:747(ClearOpMetadata)
       40    0.000    0.000    0.000    0.000 xla_bridge.py:260(normalize_to_xla_dtypes)
       37    0.000    0.000    0.001    0.000 partial_eval.py:114(new_instantiated_const)
        7    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.Select}
       21    0.000    0.000    0.008    0.000 ad.py:443(standard_jvp)
      360    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      119    0.000    0.000    0.000    0.000 pprint_util.py:45(__str__)
       40    0.000    0.000    0.001    0.000 xla_bridge.py:284(NumpyArrayConstant)
        1    0.000    0.000   35.153   35.153 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:318(_screen_shape_linux)
      286    0.000    0.000    0.000    0.000 pprint_util.py:46(<genexpr>)
       12    0.000    0.000    0.000    0.000 lax.py:3338(_gather_dimensions_proto)
      100    0.000    0.000    0.000    0.000 index_tricks.py:883(diag_indices)
       25    0.000    0.000    0.000    0.000 util.py:23(safe_zip)
        1    0.000    0.000    0.001    0.001 std.py:511(__new__)
      2/1    0.000    0.000    0.060    0.060 linear_util.py:137(call_wrapped)
       32    0.000    0.000    0.000    0.000 util.py:36(unzip2)
      119    0.000    0.000    0.000    0.000 xla_client.py:268(__init__)
      200    0.000    0.000    0.000    0.000 linalg.py:121(isComplexType)
      252    0.000    0.000    0.000    0.000 {built-in method _imp.lock_held}
       22    0.000    0.000    0.000    0.000 partial_eval.py:111(new_instantiated_literal)
      143    0.000    0.000    0.000    0.000 partial_eval.py:484(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:69(subjaxprs)
      400    0.000    0.000    0.000    0.000 multiarray.py:77(empty_like)
        1    0.000    0.000    0.000    0.000 threading.py:758(__init__)
      100    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       85    0.000    0.000    0.000    0.000 lax.py:1679(<lambda>)
        7    0.000    0.000    0.000    0.000 lax.py:2919(_reshape_shape_rule)
       22    0.000    0.000    0.000    0.000 lax.py:2579(_dot_general_translation_rule)
       21    0.000    0.000    0.003    0.000 ad.py:445(<listcomp>)
       69    0.000    0.000    0.000    0.000 lax.py:1732(<listcomp>)
       36    0.000    0.000    0.001    0.000 lax.py:2498(_dot_general_dtype_rule)
       51    0.000    0.000    0.000    0.000 fromnumeric.py:2236(any)
      149    0.000    0.000    0.000    0.000 core.py:801(<lambda>)
       26    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 xla_client.py:711(__init__)
      143    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.076    0.076 xla_client.py:140(compile)
       23    0.000    0.000    0.000    0.000 xla.py:288(jaxpr_literals)
        7    0.000    0.000    0.002    0.000 lax_numpy.py:2058(zeros)
      141    0.000    0.000    0.000    0.000 xla.py:313(write)
       68    0.000    0.000    0.000    0.000 partial_eval.py:58(known)
       22    0.000    0.000    0.000    0.000 core.py:154(__init__)
      254    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       37    0.000    0.000    0.000    0.000 partial_eval.py:514(getconstvar)
        1    0.000    0.000    0.000    0.000 _monitor.py:32(__init__)
      100    0.000    0.000    0.000    0.000 linalg.py:220(_is_empty_2d)
      119    0.000    0.000    0.000    0.000 xla.py:416(eqn_replicas)
      143    0.000    0.000    0.001    0.000 partial_eval.py:485(<listcomp>)
       22    0.000    0.000    0.000    0.000 xla_client.py:1832(make_dot_dimension_numbers)
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
    50/40    0.000    0.000    0.002    0.000 xla_bridge.py:293(Constant)
        1    0.000    0.000    0.000    0.000 __init__.py:454(log)
      100    0.000    0.000    0.000    0.000 _methods.py:44(_any)
        1    0.000    0.000    0.000    0.000 api.py:382(value_and_grad)
       51    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(any)
      140    0.000    0.000    0.000    0.000 lax.py:1707(<genexpr>)
       58    0.000    0.000    0.001    0.000 xla_client.py:1747(forward)
       24    0.000    0.000    0.000    0.000 lax.py:4953(remaining)
        7    0.000    0.000    0.002    0.000 lax.py:1203(full)
       45    0.000    0.000    0.000    0.000 ad.py:155(read_primal)
       69    0.000    0.000    0.000    0.000 pprint_util.py:57(vcat)
        6    0.000    0.000    0.004    0.001 partial_eval.py:436(trace_to_subjaxpr)
       63    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.Parameter}
       40    0.000    0.000    0.001    0.000 xla_client.py:821(Constant)
      333    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      143    0.000    0.000    0.000    0.000 partial_eval.py:483(<listcomp>)
        1    0.000    0.000    0.000    0.000 std.py:540(_decr_instances)
      208    0.000    0.000    0.000    0.000 fromnumeric.py:93(_take_dispatcher)
        7    0.000    0.000    0.000    0.000 xla_client.py:1000(Reshape)
      100    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       12    0.000    0.000    0.000    0.000 lax.py:3365(_gather_translation_rule)
       12    0.000    0.000    0.005    0.000 ad.py:476(bilinear_transpose)
       48    0.000    0.000    0.000    0.000 lax.py:4945(ranges_like)
       47    0.000    0.000    0.000    0.000 ad.py:144(write_cotangent)
      100    0.000    0.000    0.000    0.000 function_base.py:1137(_diff_dispatcher)
       12    0.000    0.000    0.000    0.000 __init__.py:422(__repr__)
      159    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       10    0.000    0.000    0.000    0.000 lazy.py:193(stage_lexpr)
       48    0.000    0.000    0.000    0.000 pprint_util.py:29(__add__)
        2    0.000    0.000    0.001    0.000 std.py:1258(close)
        3    0.000    0.000    0.000    0.000 threading.py:1206(current_thread)
        1    0.000    0.000    0.000    0.000 os.py:673(__getitem__)
       11    0.000    0.000    0.000    0.000 lax.py:1748(<setcomp>)
       47    0.000    0.000    0.001    0.000 partial_eval.py:97(pure)
        4    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.array_shape}
       22    0.000    0.000    0.000    0.000 xla_client.py:1414(DotGeneral)
        1    0.000    0.000    0.050    0.050 ad.py:83(linearize)
       69    0.000    0.000    0.000    0.000 ad.py:309(<genexpr>)
        7    0.000    0.000    0.000    0.000 xla_client.py:128(local_devices)
        9    0.000    0.000    0.000    0.000 xla.py:87(array_result_handler)
       38    0.000    0.000    0.000    0.000 ad.py:382(__init__)
        4    0.000    0.000    0.000    0.000 api_util.py:25(wraps)
       26    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argsort)
        4    0.000    0.000    0.000    0.000 xla_client.py:888(ParameterWithShape)
       33    0.000    0.000    0.000    0.000 lax.py:1745(<listcomp>)
       12    0.000    0.000    0.000    0.000 lax.py:3348(_gather_dtype_rule)
        9    0.000    0.000    0.000    0.000 lazy.py:109(array)
      152    0.000    0.000    0.000    0.000 partial_eval.py:66(is_known)
       26    0.000    0.000    0.000    0.000 fromnumeric.py:997(argsort)
      100    0.000    0.000    0.000    0.000 numeric.py:86(_zeros_like_dispatcher)
      200    0.000    0.000    0.000    0.000 numeric.py:212(_ones_like_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.Tuple}
       48    0.000    0.000    0.000    0.000 pprint_util.py:61(<lambda>)
        1    0.000    0.000    0.006    0.006 api.py:1324(_vjp_pullback_wrapper)
       18    0.000    0.000    0.005    0.000 core.py:390(__add__)
        1    0.000    0.000    0.056    0.056 api.py:417(value_and_grad_f)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        1    0.000    0.000    0.050    0.050 api.py:1381(_vjp)
       17    0.000    0.000    0.001    0.000 ad_util.py:28(add_jaxvals)
        5    0.000    0.000    0.014    0.003 core.py:419(__getitem__)
      100    0.000    0.000    0.000    0.000 linalg.py:1643(_cond_dispatcher)
      100    0.000    0.000    0.000    0.000 twodim_base.py:398(_trilu_dispatcher)
      100    0.000    0.000    0.000    0.000 index_tricks.py:952(_diag_indices_from)
       77    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
       39    0.000    0.000    0.000    0.000 lax.py:3362(<genexpr>)
        7    0.000    0.000    0.000    0.000 lax.py:2739(_concatenate_dtype_rule)
        2    0.000    0.000    0.000    0.000 api.py:77(_check_callable)
        1    0.000    0.000    0.000    0.000 utils.py:332(<listcomp>)
       38    0.000    0.000    0.001    0.000 ad.py:459(add_tangents)
        1    0.000    0.000    0.000    0.000 api.py:331(grad)
      100    0.000    0.000    0.000    0.000 linalg.py:1454(_svd_dispatcher)
       22    0.000    0.000    0.000    0.000 xla_client.py:1825(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:829(start)
        1    0.000    0.000    0.000    0.000 xla.py:375(__init__)
      120    0.000    0.000    0.000    0.000 xla.py:412(<genexpr>)
        8    0.000    0.000    0.000    0.000 xla.py:637(add_jaxvals_translation_rule)
       12    0.000    0.000    0.000    0.000 ad.py:302(lift)
        7    0.000    0.000    0.002    0.000 ad.py:471(<lambda>)
        1    0.000    0.000    0.000    0.000 xla_bridge.py:194(devices)
       17    0.000    0.000    0.000    0.000 core.py:659(lattice_join)
        1    0.000    0.000    0.056    0.056 api.py:370(grad_f)
        1    0.000    0.000    0.000    0.000 std.py:533(_get_free_pos)
      100    0.000    0.000    0.000    0.000 numeric.py:2087(_allclose_dispatcher)
        1    0.000    0.000    0.000    0.000 xla.py:472(<listcomp>)
       49    0.000    0.000    0.000    0.000 ad.py:277(__init__)
       29    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 xla_client.py:1973(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
       24    0.000    0.000    0.000    0.000 ad.py:289(get_primitive_transpose)
        3    0.000    0.000    0.000    0.000 ad.py:418(linear_jvp)
        8    0.000    0.000    0.000    0.000 partial_eval.py:117(new_arg)
        1    0.000    0.000    0.000    0.000 __init__.py:1031(log)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       24    0.000    0.000    0.000    0.000 lax.py:4955(<listcomp>)
        5    0.000    0.000    0.001    0.000 ad.py:470(<lambda>)
        9    0.000    0.000    0.006    0.001 core.py:408(__matmul__)
       17    0.000    0.000    0.000    0.000 core.py:823(join)
      100    0.000    0.000    0.000    0.000 numeric.py:2163(_isclose_dispatcher)
        7    0.000    0.000    0.003    0.000 lax.py:2518(_dot_general_transpose_rhs)
        7    0.000    0.000    0.000    0.000 lax.py:2743(_concatenate_translation_rule)
       24    0.000    0.000    0.000    0.000 ad.py:394(full_lower)
       17    0.000    0.000    0.000    0.000 ad_util.py:37(add_abstract)
        1    0.000    0.000    0.000    0.000 xla_client.py:501(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.Sub}
       21    0.000    0.000    0.000    0.000 lax.py:2723(<genexpr>)
        1    0.000    0.000    0.000    0.000 ad.py:62(<listcomp>)
        3    0.000    0.000    0.000    0.000 ad.py:56(jvp_subtrace)
        1    0.000    0.000    0.006    0.006 ad.py:109(vjp_)
        6    0.000    0.000    0.000    0.000 core.py:575(new_master)
        4    0.000    0.000    0.000    0.000 std.py:95(__enter__)
        1    0.000    0.000    0.000    0.000 _monitor.py:50(exit)
        7    0.000    0.000    0.000    0.000 xla_client.py:965(Concatenate)
       12    0.000    0.000    0.000    0.000 xla_client.py:1615(Gather)
        1    0.000    0.000    0.076    0.076 xla_client.py:557(Compile)
        7    0.000    0.000    0.000    0.000 lax.py:3026(_select_dtype_rule)
       55    0.000    0.000    0.000    0.000 ad.py:179(<genexpr>)
        1    0.000    0.000    0.000    0.000 api.py:1398(<listcomp>)
       14    0.000    0.000    0.000    0.000 xla_client.py:1085(Transpose)
        1    0.000    0.000    0.000    0.000 threading.py:968(_stop)
        1    0.000    0.000    0.000    0.000 threading.py:1000(join)
        9    0.000    0.000    0.000    0.000 lax.py:2028(<lambda>)
        1    0.000    0.000    0.000    0.000 xla.py:542(<listcomp>)
        1    0.000    0.000    0.050    0.050 ad.py:104(vjp)
       28    0.000    0.000    0.000    0.000 ad.py:152(read_cotangent)
       54    0.000    0.000    0.000    0.000 ad.py:282(is_undefined_primal)
        2    0.000    0.000    0.000    0.000 core.py:147(gensym)
        1    0.000    0.000    0.000    0.000 __init__.py:1383(log)
      119    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 lax.py:3815(_reduce_sum_transpose_rule)
        7    0.000    0.000    0.000    0.000 lax.py:2936(_reshape_translation_rule)
        4    0.000    0.000    0.000    0.000 xla.py:62(_make_array_shape)
        9    0.000    0.000    0.000    0.000 xla.py:81(aval_to_result_handler)
       39    0.000    0.000    0.001    0.000 xla.py:283(prefetch)
        3    0.000    0.000    0.000    0.000 ad.py:45(jvpfun)
        2    0.000    0.000    0.000    0.000 xla_bridge.py:237(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:48(__init__)
        3    0.000    0.000    0.000    0.000 core.py:381(__neg__)
        2    0.000    0.000    0.000    0.000 inspect.py:171(isgeneratorfunction)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        9    0.000    0.000    0.004    0.000 {method 'send' of 'generator' objects}
        2    0.000    0.000    0.000    0.000 lax.py:3832(_reduce_op_shape_rule)
       21    0.000    0.000    0.000    0.000 lax.py:2740(<genexpr>)
       11    0.000    0.000    0.000    0.000 ad.py:426(linear_transpose)
        1    0.000    0.000    0.000    0.000 xla_bridge.py:235(host_ids)
       19    0.000    0.000    0.000    0.000 partial_eval.py:100(lift)
        1    0.000    0.000    0.000    0.000 xla.py:57(_make_unit)
        3    0.000    0.000    0.000    0.000 core.py:954(process_env_traces)
        2    0.000    0.000    0.000    0.000 util.py:146(_remove_duplicates)
        1    0.000    0.000    0.000    0.000 utils.py:154(__eq__)
       51    0.000    0.000    0.000    0.000 fromnumeric.py:2232(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 converter.py:138(absl_to_standard)
        1    0.000    0.000    0.000    0.000 threading.py:728(_newname)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 os.py:751(encode)
        3    0.000    0.000    0.000    0.000 lax.py:1711(unop_dtype_rule)
       21    0.000    0.000    0.000    0.000 lax.py:2719(<genexpr>)
       21    0.000    0.000    0.000    0.000 lax.py:2735(<genexpr>)
       17    0.000    0.000    0.000    0.000 ad.py:161(write_primal)
       31    0.000    0.000    0.000    0.000 ad.py:170(is_linear)
        1    0.000    0.000    0.000    0.000 api.py:89(jit)
        2    0.000    0.000    0.000    0.000 std.py:1275(fp_write)
        1    0.000    0.000    0.000    0.000 utils.py:252(_supports_unicode)
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 lax.py:3799(_reduce_number_dtype_rule)
        7    0.000    0.000    0.000    0.000 lax.py:1680(<lambda>)
       22    0.000    0.000    0.000    0.000 lax.py:2451(_precision_config)
        7    0.000    0.000    0.000    0.000 lax.py:2933(_reshape_dtype_rule)
        3    0.000    0.000    0.000    0.000 ad.py:91(<genexpr>)
        1    0.000    0.000    0.000    0.000 xla_bridge.py:327(make_computation_builder)
        2    0.000    0.000    0.000    0.000 partial_eval.py:439(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:392(__sub__)
        1    0.000    0.000    0.000    0.000 std.py:287(status_printer)
        1    0.000    0.000    0.000    0.000 std.py:1083(__del__)
        1    0.000    0.000    0.000    0.000 threading.py:1096(daemon)
        2    0.000    0.000    0.000    0.000 lax.py:3805(_reduce_sum_shape_rule)
        6    0.000    0.000    0.000    0.000 lax.py:1712(<genexpr>)
        2    0.000    0.000    0.000    0.000 lax.py:3012(<lambda>)
        7    0.000    0.000    0.000    0.000 lax.py:3016(_select_shape_rule)
        4    0.000    0.000    0.000    0.000 xla.py:69(aval_to_xla_shape)
        1    0.000    0.000    0.000    0.000 ad.py:37(jvp)
        3    0.000    0.000    0.000    0.000 ad.py:90(<genexpr>)
       12    0.000    0.000    0.000    0.000 ad.py:474(<lambda>)
        9    0.000    0.000    0.000    0.000 ad.py:496(<lambda>)
        3    0.000    0.000    0.000    0.000 core.py:487(__init__)
